agent,condition,scenario,episode,seed,shock,buyer_type,severity,t_s,disruption_type,supplier_port,entry_port,invalid_actions,gated_turns,up_deal,first_bid_ratio,rho_up,rho_up_static,rho_up_agent,dn_deal,tau_true_close,tau_obs_close,qty_committed,shortfall,stockout,fill_rate_realized,rho_dn,rho_dn_deliverable,below_true_batna,below_static_tau,pareto_efficient,chain_impasse,avoidable_impasse,net_value,reward
Dyn-BATNA,shock,2,210,900002,True,cooperative,0.3361,2,earthquake,Busan,Los Angeles,0,0,True,0.6291,0.8399,0.2655,0.8522,True,0.202,0.1769,20,0,False,0.8059,0.4646,0.4986,False,False,False,False,False,0.6522,0.6584
Dyn-tau-nohedge,shock,2,211,900002,True,cooperative,0.3361,2,earthquake,Busan,Los Angeles,0,0,True,0.6296,0.8399,0.2655,0.8522,True,0.202,0.1769,20,0,False,0.8059,0.5069,0.544,False,False,False,False,False,0.6734,0.6796
Surplus,shock,3,212,900003,True,competitive,0.2151,4,canal_blockage,Shenzhen,Los Angeles,0,5,True,0.6404,0.728,0.1814,0.7122,True,0.2884,0.2988,20,0,False,0.9218,0.0544,0.0544,True,True,False,False,False,0.3912,0.1179
Static-tau,shock,3,213,900003,True,competitive,0.2151,4,canal_blockage,Shenzhen,Los Angeles,0,5,True,0.635,0.728,0.1814,0.7122,True,0.2884,0.2988,100,0,False,0.9218,0.4456,0.4456,False,False,True,False,False,0.5868,0.3135
Dyn-BATNA,shock,3,214,900003,True,competitive,0.2151,4,canal_blockage,Shenzhen,Los Angeles,0,5,True,0.6291,0.728,0.1814,0.7122,True,0.2884,0.2988,100,0,False,0.9218,0.3566,0.3566,False,True,True,False,False,0.5423,0.5344
Dyn-tau-nohedge,shock,3,215,900003,True,competitive,0.2151,4,canal_blockage,Shenzhen,Los Angeles,0,5,True,0.6296,0.728,0.1814,0.7122,True,0.2884,0.2988,100,0,False,0.9218,0.3566,0.3566,False,True,True,False,False,0.5423,0.5344
Surplus,shock,4,216,900004,True,cooperative,0.2437,1,labor_strike,Kaohsiung,Houston,0,5,True,0.6404,0.9439,0.6358,0.9426,True,0.2548,0.2618,100,0,False,0.8748,0.1204,0.1204,True,True,True,False,False,0.5321,0.3781
Static-tau,shock,4,217,900004,True,cooperative,0.2437,1,labor_strike,Kaohsiung,Houston,0,5,True,0.635,0.9465,0.6392,0.9453,True,0.2548,0.2618,100,0,False,0.8748,0.4076,0.4076,False,False,True,False,False,0.677,0.5234
Dyn-BATNA,shock,4,218,900004,True,cooperative,0.2437,1,labor_strike,Kaohsiung,Houston,0,5,True,0.6291,0.7863,0.4324,0.7815,True,0.2548,0.2618,100,0,False,0.8748,0.264,0.264,False,True,True,False,False,0.5251,0.5227
Dyn-tau-nohedge,shock,4,219,900004,True,cooperative,0.2437,1,labor_strike,Kaohsiung,Houston,0,5,True,0.6296,0.7857,0.4317,0.7809,True,0.2548,0.2618,100,0,False,0.8748,0.264,0.264,False,True,True,False,False,0.5249,0.5225
Surplus,shock,5,220,900005,True,competitive,0.3599,2,geopolitical_sanction,Shanghai,Houston,0,6,False,0.6404,,,,False,0.188,0.2287,0,0,False,0.8067,,,False,False,,True,False,0.094,0.0
Static-tau,shock,5,221,900005,True,competitive,0.3599,2,geopolitical_sanction,Shanghai,Houston,0,6,False,0.635,,,,False,0.188,0.2287,0,0,False,0.8067,,,False,False,,True,False,0.094,0.0
Dyn-BATNA,shock,5,222,900005,True,competitive,0.3599,2,geopolitical_sanction,Shanghai,Houston,0,5,True,0.6291,0.807,-0.1781,0.7657,False,0.188,0.2287,0,0,False,0.8067,,,False,False,,True,False,0.4975,0.3828
Dyn-tau-nohedge,shock,5,223,900005,True,competitive,0.3599,2,geopolitical_sanction,Shanghai,Houston,0,5,True,0.6296,0.807,-0.1781,0.7657,True,0.188,0.2287,100,2,True,0.8067,0.3662,0.3795,False,True,False,False,False,0.5666,0.5459
Surplus,shock,6,224,900006,True,competitive,0.566,4,cyberattack,Manzanillo,Houston,0,6,False,0.6404,,,,False,0.1064,0.1459,0,0,False,0.6508,,,False,False,,True,True,0.0532,0.0
Static-tau,shock,6,225,900006,True,competitive,0.566,4,cyberattack,Manzanillo,Houston,0,6,False,0.635,,,,False,0.1064,0.1459,0,0,False,0.6508,,,False,False,,True,True,0.0532,0.0
Dyn-BATNA,shock,6,226,900006,True,competitive,0.566,4,cyberattack,Manzanillo,Houston,0,5,True,0.6291,0.8872,-0.5021,0.8663,True,0.1064,0.1459,80,3,True,0.6508,0.1686,0.1841,False,True,False,False,False,0.4904,0.4799
Dyn-tau-nohedge,shock,6,227,900006,True,competitive,0.566,4,cyberattack,Manzanillo,Houston,0,5,True,0.6296,0.8872,-0.5021,0.8663,True,0.1064,0.1459,100,23,True,0.6508,0.2107,0.2301,False,True,False,False,False,0.319,0.3085
Surplus,shock,7,228,900007,True,cooperative,0.4216,3,geopolitical_sanction,Manzanillo,Houston,0,0,True,0.6404,0.9491,0.2643,0.9433,True,0.1596,0.1909,120,26,True,0.7417,0.9,1.0186,False,False,False,False,False,0.7079,0.5821
Static-tau,shock,7,229,900007,True,cooperative,0.4216,3,geopolitical_sanction,Manzanillo,Houston,0,0,True,0.635,0.9491,0.2643,0.9433,True,0.1596,0.1909,120,26,True,0.7417,0.9,1.0186,False,False,False,False,False,0.7079,0.5821
Dyn-BATNA,shock,7,230,900007,True,cooperative,0.4216,3,geopolitical_sanction,Manzanillo,Houston,0,0,True,0.6291,0.9491,0.2643,0.9433,True,0.1596,0.1909,20,0,False,0.7417,0.4898,0.5543,False,False,False,False,False,0.7194,0.7165
Dyn-tau-nohedge,shock,7,231,900007,True,cooperative,0.4216,3,geopolitical_sanction,Manzanillo,Houston,0,0,True,0.6296,0.9491,0.2643,0.9433,True,0.1596,0.1909,120,26,True,0.7417,0.9,1.0186,False,False,False,False,False,0.7079,0.705
Surplus,shock,8,232,900008,True,cooperative,0.2203,3,port_congestion,Kaohsiung,Oakland,0,0,True,0.6404,0.8333,0.5764,0.838,True,0.2744,0.2644,120,0,False,0.9478,0.9538,0.9538,False,False,True,False,False,0.8935,0.7651
Static-tau,shock,8,233,900008,True,cooperative,0.2203,3,port_congestion,Kaohsiung,Oakland,0,0,True,0.635,0.8378,0.582,0.8424,True,0.2744,0.2644,120,0,False,0.9478,0.9538,0.9538,False,False,True,False,False,0.8958,0.7679
Dyn-BATNA,shock,8,234,900008,True,cooperative,0.2203,3,port_congestion,Kaohsiung,Oakland,0,0,True,0.6291,0.7004,0.4116,0.7089,True,0.2744,0.2644,100,0,False,0.9478,0.5867,0.5867,False,False,False,False,False,0.6435,0.6478
Dyn-tau-nohedge,shock,8,235,900008,True,cooperative,0.2203,3,port_congestion,Kaohsiung,Oakland,0,0,True,0.6296,0.6998,0.4109,0.7084,True,0.2744,0.2644,120,0,False,0.9478,0.9538,0.9538,False,False,True,False,False,0.8268,0.8311
Surplus,shock,9,236,900009,True,competitive,0.684,4,earthquake,Shanghai,Los Angeles,0,0,True,0.6404,0.9017,0.1343,0.9055,True,0.05,0.05,20,0,False,0.6956,0.0529,0.0591,False,True,False,False,False,0.4773,0.0936
Static-tau,shock,9,237,900009,True,competitive,0.684,4,earthquake,Shanghai,Los Angeles,0,0,True,0.635,0.9017,0.1343,0.9055,True,0.05,0.05,120,26,True,0.6956,0.4196,0.4693,False,False,False,False,False,0.444,0.277
Dyn-BATNA,shock,9,238,900009,True,competitive,0.684,4,earthquake,Shanghai,Los Angeles,0,0,True,0.6291,0.9017,0.1343,0.9055,True,0.05,0.05,20,0,False,0.6956,0.0529,0.0591,False,True,False,False,False,0.4773,0.4792
Dyn-tau-nohedge,shock,9,239,900009,True,competitive,0.684,4,earthquake,Shanghai,Los Angeles,0,0,True,0.6296,0.9017,0.1343,0.9055,True,0.05,0.05,20,0,False,0.6956,0.0529,0.0591,False,True,False,False,False,0.4773,0.4792
Surplus,shock,10,240,900010,True,cooperative,0.3004,2,geopolitical_sanction,Busan,Los Angeles,0,5,True,0.6404,0.9115,0.564,0.8954,True,0.223,0.2784,100,2,True,0.8064,0.122,0.1251,True,True,False,False,False,0.4968,0.343
Static-tau,shock,10,241,900010,True,cooperative,0.3004,2,geopolitical_sanction,Busan,Los Angeles,0,5,True,0.635,0.9115,0.564,0.8954,True,0.223,0.2784,100,2,True,0.8064,0.5061,0.5188,False,False,False,False,False,0.6888,0.5351
Dyn-BATNA,shock,10,242,900010,True,cooperative,0.3004,2,geopolitical_sanction,Busan,Los Angeles,0,5,True,0.6291,0.8118,0.4302,0.7776,True,0.223,0.2784,100,2,True,0.8064,0.3781,0.3875,False,True,False,False,False,0.5749,0.5578
Dyn-tau-nohedge,shock,10,243,900010,True,cooperative,0.3004,2,geopolitical_sanction,Busan,Los Angeles,0,5,True,0.6296,0.8113,0.4295,0.777,True,0.223,0.2784,100,2,True,0.8064,0.3781,0.3875,False,True,False,False,False,0.5747,0.5575
Surplus,shock,11,244,900011,True,cooperative,0.3345,1,typhoon_hurricane,Shanghai,Oakland,0,0,True,0.6404,0.8893,0.4802,0.8936,True,0.2007,0.1857,120,15,True,0.7802,0.9363,0.9739,False,False,False,False,False,0.7878,0.7083
Static-tau,shock,11,245,900011,True,cooperative,0.3345,1,typhoon_hurricane,Shanghai,Oakland,0,0,True,0.635,0.8893,0.4802,0.8936,True,0.2007,0.1857,120,15,True,0.7802,0.9363,0.9739,False,False,False,False,False,0.7878,0.7083
Dyn-BATNA,shock,11,246,900011,True,cooperative,0.3345,1,typhoon_hurricane,Shanghai,Oakland,0,0,True,0.6291,0.7527,0.2907,0.7624,True,0.2007,0.1857,100,0,False,0.7802,0.1929,0.2007,True,True,True,False,False,0.4728,0.4777
Dyn-tau-nohedge,shock,11,247,900011,True,cooperative,0.3345,1,typhoon_hurricane,Shanghai,Oakland,0,0,True,0.6296,0.7522,0.29,0.7619,True,0.2007,0.1857,120,15,True,0.7802,0.9363,0.9739,False,False,False,False,False,0.7193,0.7241
Surplus,shock,12,248,900012,True,cooperative,0.6041,4,port_congestion,Shenzhen,Houston,0,0,False,0.6404,,,,True,0.0866,0.0951,20,0,False,0.6314,0.0688,0.1049,True,True,True,False,False,0.0344,0.0344
Static-tau,shock,12,249,900012,True,cooperative,0.6041,4,port_congestion,Shenzhen,Houston,0,0,False,0.635,,,,True,0.0866,0.0951,20,0,False,0.6314,0.4662,0.7106,False,False,True,False,False,0.2331,0.2331
Dyn-BATNA,shock,12,250,900012,True,cooperative,0.6041,4,port_congestion,Shenzhen,Houston,0,0,True,0.6291,0.9099,-0.6173,0.9067,True,0.0866,0.0951,20,0,False,0.6314,0.4662,0.5406,False,False,False,False,False,0.688,0.6865
Dyn-tau-nohedge,shock,12,251,900012,True,cooperative,0.6041,4,port_congestion,Shenzhen,Houston,0,0,True,0.6296,0.9099,-0.6173,0.9067,True,0.0866,0.0951,120,35,True,0.6314,0.6032,0.6995,False,False,False,False,False,0.4649,0.4633
Surplus,shock,13,252,900013,True,cooperative,0.3745,3,geopolitical_sanction,Shanghai,Houston,0,0,True,0.6404,0.8574,0.0746,0.8812,True,0.1865,0.1337,120,8,True,0.8257,0.7354,0.7937,False,False,False,False,False,0.7298,0.405
Static-tau,shock,13,253,900013,True,cooperative,0.3745,3,geopolitical_sanction,Shanghai,Houston,0,0,True,0.635,0.8574,0.0746,0.8812,True,0.1865,0.1337,120,8,True,0.8257,0.7354,0.7937,False,False,False,False,False,0.7298,0.405
Dyn-BATNA,shock,13,254,900013,True,cooperative,0.3745,3,geopolitical_sanction,Shanghai,Houston,0,0,True,0.6291,0.8574,0.0746,0.8812,True,0.1865,0.1337,100,0,False,0.8257,0.3667,0.3958,False,True,True,False,False,0.6121,0.6239
Dyn-tau-nohedge,shock,13,255,900013,True,cooperative,0.3745,3,geopolitical_sanction,Shanghai,Houston,0,0,True,0.6296,0.8574,0.0746,0.8812,True,0.1865,0.1337,120,8,True,0.8257,0.7354,0.7937,False,False,False,False,False,0.7298,0.7416
Surplus,shock,14,256,900014,True,competitive,0.6949,2,canal_blockage,Chennai,Los Angeles,0,0,True,0.6404,0.9523,0.2286,0.9524,True,0.05,0.05,20,0,False,0.5428,0.06,0.0731,False,True,False,False,False,0.5062,0.1443
Static-tau,shock,14,257,900014,True,competitive,0.6949,2,canal_blockage,Chennai,Los Angeles,0,0,True,0.635,0.9523,0.2286,0.9524,True,0.05,0.05,120,44,True,0.5428,0.4199,0.512,False,False,False,False,False,0.3195,0.3243
Dyn-BATNA,shock,14,258,900014,True,competitive,0.6949,2,canal_blockage,Chennai,Los Angeles,0,0,True,0.6291,0.8253,0.0031,0.8255,True,0.05,0.05,20,0,False,0.5428,0.06,0.0731,False,True,False,False,False,0.4426,0.4427
Dyn-tau-nohedge,shock,14,259,900014,True,competitive,0.6949,2,canal_blockage,Chennai,Los Angeles,0,0,True,0.6296,0.8249,0.0024,0.8251,True,0.05,0.05,20,0,False,0.5428,0.06,0.0731,False,True,False,False,False,0.4424,0.4426
Surplus,shock,15,260,900015,True,competitive,0.2784,3,geopolitical_sanction,Kaohsiung,Houston,0,0,False,0.6404,,,,False,0.2413,0.2466,0,0,False,0.8318,,,False,False,,True,True,0.1206,0.0
Static-tau,shock,15,261,900015,True,competitive,0.2784,3,geopolitical_sanction,Kaohsiung,Houston,0,0,False,0.635,,,,False,0.2413,0.2466,0,0,False,0.8318,,,False,False,,True,True,0.1206,0.0
Dyn-BATNA,shock,15,262,900015,True,competitive,0.2784,3,geopolitical_sanction,Kaohsiung,Houston,0,0,False,0.6291,,,,False,0.2413,0.2466,0,0,False,0.8318,,,False,False,,True,True,0.1206,0.0
Dyn-tau-nohedge,shock,15,263,900015,True,competitive,0.2784,3,geopolitical_sanction,Kaohsiung,Houston,0,0,False,0.6296,,,,False,0.2413,0.2466,0,0,False,0.8318,,,False,False,,True,True,0.1206,0.0
Surplus,shock,16,264,900016,True,competitive,0.2528,1,earthquake,Chennai,Houston,0,5,True,0.6404,0.9209,0.4072,0.9085,True,0.2493,0.2822,20,0,False,0.7851,0.0645,0.0689,True,True,False,False,False,0.4927,0.2358
Static-tau,shock,16,265,900016,True,competitive,0.2528,1,earthquake,Chennai,Houston,0,5,True,0.635,0.9209,0.4072,0.9085,True,0.2493,0.2822,100,4,True,0.7851,0.4582,0.4897,False,False,False,False,False,0.6496,0.4327
Dyn-BATNA,shock,16,266,900016,True,competitive,0.2528,1,earthquake,Chennai,Houston,0,5,True,0.6291,0.9209,0.4072,0.9085,True,0.2493,0.2822,100,4,True,0.7851,0.3223,0.3445,False,True,False,False,False,0.5816,0.5754
Dyn-tau-nohedge,shock,16,267,900016,True,competitive,0.2528,1,earthquake,Chennai,Houston,0,5,True,0.6296,0.9209,0.4072,0.9085,True,0.2493,0.2822,100,4,True,0.7851,0.3223,0.3445,False,True,False,False,False,0.5816,0.5754
Surplus,shock,17,268,900017,True,competitive,0.5423,1,typhoon_hurricane,Manzanillo,Houston,0,0,False,0.6404,,,,True,0.0768,0.0902,20,0,False,0.5877,0.0808,0.1356,False,True,True,False,False,0.0404,0.0404
Static-tau,shock,17,269,900017,True,competitive,0.5423,1,typhoon_hurricane,Manzanillo,Houston,0,0,False,0.635,,,,False,0.0768,0.0902,0,0,False,0.5877,,,False,False,,True,True,0.0384,0.0
Dyn-BATNA,shock,17,270,900017,True,competitive,0.5423,1,typhoon_hurricane,Manzanillo,Houston,0,0,True,0.6291,0.8425,-0.1356,0.8363,True,0.0768,0.0902,80,0,False,0.5877,0.3232,0.3855,False,True,True,False,False,0.5829,0.5798
Dyn-tau-nohedge,shock,17,271,900017,True,competitive,0.5423,1,typhoon_hurricane,Manzanillo,Houston,0,0,True,0.6296,0.8425,-0.1356,0.8363,True,0.0768,0.0902,120,37,True,0.5877,0.4848,0.5783,False,False,False,False,False,0.3553,0.3522
Surplus,shock,18,272,900018,True,cooperative,0.3792,2,earthquake,Busan,Oakland,0,6,False,0.6404,,,,False,0.1766,0.2317,0,0,False,0.8184,,,False,False,,True,True,0.0883,0.0
Static-tau,shock,18,273,900018,True,cooperative,0.3792,2,earthquake,Busan,Oakland,0,6,False,0.635,,,,False,0.1766,0.2317,0,0,False,0.8184,,,False,False,,True,True,0.0883,0.0
Dyn-BATNA,shock,18,274,900018,True,cooperative,0.3792,2,earthquake,Busan,Oakland,0,6,False,0.6291,,,,False,0.1766,0.2317,0,0,False,0.8184,,,False,False,,True,True,0.0883,0.0
Dyn-tau-nohedge,shock,18,275,900018,True,cooperative,0.3792,2,earthquake,Busan,Oakland,0,6,False,0.6296,,,,False,0.1766,0.2317,0,0,False,0.8184,,,False,False,,True,True,0.0883,0.0
Surplus,shock,19,276,900019,True,competitive,0.4204,1,typhoon_hurricane,Manzanillo,Los Angeles,0,5,True,0.6404,0.9159,0.1816,0.9132,True,0.1494,0.1594,20,0,False,0.7054,0.0527,0.0556,True,True,False,False,False,0.4843,0.1172
Static-tau,shock,19,277,900019,True,competitive,0.4204,1,typhoon_hurricane,Manzanillo,Los Angeles,0,5,True,0.635,0.9159,0.1816,0.9132,True,0.1494,0.1594,100,14,True,0.7054,0.4636,0.4894,False,False,False,False,False,0.5498,0.3226
Dyn-BATNA,shock,19,278,900019,True,competitive,0.4204,1,typhoon_hurricane,Manzanillo,Los Angeles,0,5,True,0.6291,0.9159,0.1816,0.9132,True,0.1494,0.1594,80,0,False,0.7054,0.2108,0.2225,False,True,True,False,False,0.5633,0.562
Dyn-tau-nohedge,shock,19,279,900019,True,competitive,0.4204,1,typhoon_hurricane,Manzanillo,Los Angeles,0,5,True,0.6296,0.9159,0.1816,0.9132,True,0.1494,0.1594,100,14,True,0.7054,0.2635,0.2781,False,True,False,False,False,0.4497,0.4483
Surplus,shock,20,280,900020,True,cooperative,0.2128,3,geopolitical_sanction,Shanghai,Houston,0,0,True,0.6404,0.8228,0.4656,0.8332,True,0.2787,0.262,120,4,True,0.9125,0.466,0.4742,False,False,False,False,False,0.611,0.4658
Static-tau,shock,20,281,900020,True,cooperative,0.2128,3,geopolitical_sanction,Shanghai,Houston,0,0,True,0.635,0.8228,0.4656,0.8332,True,0.2787,0.262,120,4,True,0.9125,0.466,0.4742,False,False,False,False,False,0.611,0.4658
Dyn-BATNA,shock,20,282,900020,True,cooperative,0.2128,3,geopolitical_sanction,Shanghai,Houston,0,0,True,0.6291,0.8228,0.4656,0.8332,True,0.2787,0.262,100,0,False,0.9125,0.3542,0.3605,False,True,False,False,False,0.5885,0.5937
Dyn-tau-nohedge,shock,20,283,900020,True,cooperative,0.2128,3,geopolitical_sanction,Shanghai,Houston,0,0,True,0.6296,0.8228,0.4656,0.8332,True,0.2787,0.262,120,4,True,0.9125,0.466,0.4742,False,False,False,False,False,0.611,0.6162
Surplus,shock,21,284,900021,True,cooperative,0.5159,1,geopolitical_sanction,Manzanillo,Houston,0,0,True,0.6404,0.9362,0.3604,0.9393,True,0.0925,0.0703,120,19,True,0.7314,0.8827,0.9347,False,False,False,False,False,0.7511,0.6215
Static-tau,shock,21,285,900021,True,cooperative,0.5159,1,geopolitical_sanction,Manzanillo,Houston,0,0,True,0.635,0.9362,0.3604,0.9393,True,0.0925,0.0703,120,19,True,0.7314,0.8827,0.9347,False,False,False,False,False,0.7511,0.6215
Dyn-BATNA,shock,21,286,900021,True,cooperative,0.5159,1,geopolitical_sanction,Manzanillo,Houston,0,0,True,0.6291,0.7896,0.1351,0.7998,True,0.0925,0.0703,80,0,False,0.7314,0.4573,0.4843,False,False,False,False,False,0.6235,0.6286
Dyn-tau-nohedge,shock,21,287,900021,True,cooperative,0.5159,1,geopolitical_sanction,Manzanillo,Houston,0,0,True,0.6296,0.7896,0.1351,0.7998,True,0.0961,0.0741,120,19,True,0.7314,0.8286,0.8775,False,False,False,False,False,0.6508,0.6559
Surplus,shock,22,288,900022,True,competitive,0.4038,1,rail_derailment,Kaohsiung,Oakland,0,0,True,0.6404,0.9394,0.2549,0.9298,True,0.1594,0.2019,20,0,False,0.8151,0.0338,0.035,True,True,False,False,False,0.4866,0.1444
Static-tau,shock,22,289,900022,True,competitive,0.4038,1,rail_derailment,Kaohsiung,Oakland,0,0,True,0.635,0.9394,0.2549,0.9298,True,0.1594,0.2019,120,11,True,0.8151,0.4471,0.4628,False,False,False,False,False,0.6016,0.351
Dyn-BATNA,shock,22,290,900022,True,competitive,0.4038,1,rail_derailment,Kaohsiung,Oakland,0,0,True,0.6291,0.9394,0.2549,0.9298,True,0.1594,0.2019,100,0,False,0.8151,0.2912,0.3015,False,True,True,False,False,0.6153,0.6105
Dyn-tau-nohedge,shock,22,291,900022,True,competitive,0.4038,1,rail_derailment,Kaohsiung,Oakland,0,0,True,0.6296,0.9394,0.2549,0.9298,True,0.1594,0.2019,120,11,True,0.8151,0.2031,0.2102,False,True,False,False,False,0.4796,0.4748
Surplus,shock,23,292,900023,True,cooperative,0.4823,1,geopolitical_sanction,Chennai,Houston,0,0,True,0.6404,0.8767,0.0959,0.8983,True,0.1125,0.05,120,24,True,0.7092,0.8387,0.9167,False,False,False,False,False,0.6577,0.4673
Static-tau,shock,23,293,900023,True,cooperative,0.4823,1,geopolitical_sanction,Chennai,Houston,0,0,True,0.635,0.8767,0.0959,0.8983,True,0.1125,0.05,120,24,True,0.7092,0.8387,0.9167,False,False,False,False,False,0.6577,0.4673
Dyn-BATNA,shock,23,294,900023,True,cooperative,0.4823,1,geopolitical_sanction,Chennai,Houston,0,0,True,0.6291,0.8654,0.0775,0.889,True,0.1125,0.05,20,0,False,0.7092,0.4647,0.5079,False,False,False,False,False,0.665,0.6768
Dyn-tau-nohedge,shock,23,295,900023,True,cooperative,0.4823,1,geopolitical_sanction,Chennai,Houston,0,0,True,0.6296,0.8649,0.0767,0.8886,True,0.1125,0.05,20,0,False,0.7092,0.4647,0.5079,False,False,False,False,False,0.6648,0.6766
Surplus,shock,24,296,900024,True,cooperative,0.2146,2,port_congestion,Ho Chi Minh City,Los Angeles,0,0,True,0.6404,0.8877,0.617,0.8702,True,0.2736,0.3168,120,6,True,0.8411,0.7195,0.7634,False,False,False,False,False,0.7536,0.6682
Static-tau,shock,24,297,900024,True,cooperative,0.2146,2,port_congestion,Ho Chi Minh City,Los Angeles,0,0,True,0.635,0.8925,0.623,0.8758,True,0.2736,0.3168,120,6,True,0.8411,0.7195,0.7634,False,False,False,False,False,0.756,0.6712
Dyn-BATNA,shock,24,298,900024,True,cooperative,0.2146,2,port_congestion,Ho Chi Minh City,Los Angeles,0,0,True,0.6291,0.8015,0.5092,0.7705,True,0.2736,0.3168,120,6,True,0.8411,0.7195,0.7634,False,False,False,False,False,0.7105,0.695
Dyn-tau-nohedge,shock,24,299,900024,True,cooperative,0.2146,2,port_congestion,Ho Chi Minh City,Los Angeles,0,0,True,0.6296,0.8009,0.5085,0.7699,True,0.2736,0.3168,120,6,True,0.8411,0.7195,0.7634,False,False,False,False,False,0.7102,0.6947
Surplus,shock,25,300,900025,True,competitive,0.512,1,cyberattack,Busan,Oakland,0,0,True,0.6404,0.893,0.2845,0.8935,True,0.0949,0.0929,20,0,False,0.681,0.0817,0.0976,True,True,False,False,False,0.4873,0.1831
Static-tau,shock,25,301,900025,True,competitive,0.512,1,cyberattack,Busan,Oakland,0,0,True,0.635,0.893,0.2845,0.8935,True,0.0949,0.0929,120,26,True,0.681,0.4901,0.5858,False,False,False,False,False,0.4749,0.3873
Dyn-BATNA,shock,25,302,900025,True,competitive,0.512,1,cyberattack,Busan,Oakland,0,0,True,0.6291,0.8056,0.1456,0.8065,True,0.0949,0.0929,80,0,False,0.681,0.3267,0.3905,False,True,True,False,False,0.5661,0.5666
Dyn-tau-nohedge,shock,25,303,900025,True,competitive,0.512,1,cyberattack,Busan,Oakland,0,0,True,0.6296,0.8051,0.145,0.806,True,0.0949,0.0929,120,26,True,0.681,0.4901,0.5858,False,False,False,False,False,0.431,0.4314
Surplus,shock,26,304,900026,True,cooperative,0.4969,4,labor_strike,Shanghai,Oakland,0,0,False,0.6404,,,,True,0.1422,0.1583,20,0,False,0.739,0.0194,0.0215,True,True,True,False,False,0.0097,0.0097
Static-tau,shock,26,305,900026,True,cooperative,0.4969,4,labor_strike,Shanghai,Oakland,0,0,False,0.635,,,,False,0.1422,0.1583,0,0,False,0.739,,,False,False,,True,True,0.0711,0.0
Dyn-BATNA,shock,26,306,900026,True,cooperative,0.4969,4,labor_strike,Shanghai,Oakland,0,0,True,0.6291,0.8362,-0.4247,0.8244,True,0.1422,0.1583,80,0,False,0.739,0.2263,0.2308,False,True,False,False,False,0.5313,0.5253
Dyn-tau-nohedge,shock,26,307,900026,True,cooperative,0.4969,4,labor_strike,Shanghai,Oakland,0,0,True,0.6296,0.8362,-0.4247,0.8244,True,0.1422,0.1583,120,19,True,0.739,1.0,1.0198,False,False,False,False,False,0.7598,0.7539
Surplus,shock,27,308,900027,True,competitive,0.3745,2,geopolitical_sanction,Shanghai,Oakland,0,0,True,0.6404,0.8569,0.2542,0.848,True,0.1794,0.1982,20,0,False,0.749,0.0528,0.0591,True,True,False,False,False,0.4548,0.1535
Static-tau,shock,27,309,900027,True,competitive,0.3745,2,geopolitical_sanction,Shanghai,Oakland,0,0,True,0.635,0.8569,0.2542,0.848,True,0.1794,0.1982,120,23,True,0.749,0.4316,0.4826,False,False,False,False,False,0.4526,0.3429
Dyn-BATNA,shock,27,310,900027,True,competitive,0.3745,2,geopolitical_sanction,Shanghai,Oakland,0,0,True,0.6291,0.8569,0.2542,0.848,True,0.1794,0.1982,100,3,True,0.749,0.2641,0.2953,False,True,False,False,False,0.5305,0.5261
Dyn-tau-nohedge,shock,27,311,900027,True,competitive,0.3745,2,geopolitical_sanction,Shanghai,Oakland,0,0,True,0.6296,0.8569,0.2542,0.848,True,0.1794,0.1982,120,23,True,0.749,0.317,0.3544,False,True,False,False,False,0.3952,0.3908
Surplus,shock,28,312,900028,True,cooperative,0.2348,3,port_congestion,Chennai,Oakland,0,0,True,0.6404,0.9188,0.6108,0.9109,True,0.2661,0.2931,120,19,True,0.7891,0.712,0.7412,False,False,False,False,False,0.6571,0.6614
Static-tau,shock,28,313,900028,True,cooperative,0.2348,3,port_congestion,Chennai,Oakland,0,0,True,0.635,0.9188,0.6108,0.9109,True,0.2661,0.2931,120,19,True,0.7891,0.712,0.7412,False,False,False,False,False,0.6571,0.6614
Dyn-BATNA,shock,28,314,900028,True,cooperative,0.2348,3,port_congestion,Chennai,Oakland,0,0,True,0.6291,0.8459,0.5179,0.8309,True,0.2661,0.2931,100,0,False,0.7891,0.3408,0.3548,False,True,False,False,False,0.5934,0.5859
Dyn-tau-nohedge,shock,28,315,900028,True,cooperative,0.2348,3,port_congestion,Chennai,Oakland,0,0,True,0.6296,0.8453,0.5172,0.8303,True,0.2661,0.2931,120,19,True,0.7891,0.712,0.7412,False,False,False,False,False,0.6203,0.6128
Surplus,shock,29,316,900029,True,competitive,0.403,1,labor_strike,Busan,Los Angeles,0,6,False,0.6404,,,,False,0.1599,0.187,0,0,False,0.6705,,,False,False,,True,True,0.0799,0.0
Static-tau,shock,29,317,900029,True,competitive,0.403,1,labor_strike,Busan,Los Angeles,0,6,False,0.635,,,,False,0.1599,0.187,0,0,False,0.6705,,,False,False,,True,True,0.0799,0.0
Dyn-BATNA,shock,29,318,900029,True,competitive,0.403,1,labor_strike,Busan,Los Angeles,0,6,False,0.6291,,,,False,0.1599,0.187,0,0,False,0.6705,,,False,False,,True,True,0.0799,0.0
Dyn-tau-nohedge,shock,29,319,900029,True,competitive,0.403,1,labor_strike,Busan,Los Angeles,0,6,False,0.6296,,,,False,0.1599,0.187,0,0,False,0.6705,,,False,False,,True,True,0.0799,0.0
